noun,relative,dist
半期,0.0,0.16666666666666666
区会,0.0,0.0
告示,0.0,0.0
戸数割,0.0,0.0
町内会,0.0,0.0
地代,0.0,0.0
割当,0.0,0.0
変則,0.0,0.0
便所,0.0,0.16666666666666666
修繕費,0.0,0.0
芸娼,0.0,0.0
芸妓,0.0,0.0
貸座敷,0.0,0.08333333333333333
府県会,0.0,0.0
投票,0.0,0.0
参政権,0.0,0.0
決議,0.0,0.27142857142857146
発起人,0.0,0.0
広業,0.0,0.0
半民,0.0,0.0
半官,0.0,0.0
広瀬,0.0,0.0
役員,0.0,0.5393115942028985
神戸,0.0,0.7197802197802197
提携,0.0,0.125
商社,0.0,0.0
食塩,0.0,0.0
憲政,0.0,0.0
安田,0.0,0.0
目前,0.0,0.041666666666666664
満期,0.0,0.0
社説,0.0,0.0
物件,0.0,0.0
定款,0.0,0.0
閣議,0.0,0.0
世論,0.0,0.1111111111111111
引用,0.0,0.25
排撃,0.0,0.0
高まり,0.0,0.0
日日,0.0,0.6833333333333333
聴衆,0.0,0.3333333333333333
期成,0.0,0.16666666666666666
愛国,0.0,0.0
大隈,0.0,0.0
社員,0.0,0.617816091954023
陳情,0.0,0.4236111111111111
公衆,0.0,0.0033444816053511705
五島,0.0,0.0
使命,0.0,0.08333333333333333
活用,0.0,0.043478260869565216
人道,0.0,0.0
発起,0.0,0.0
報道,0.0,0.717816091954023
世間,0.0,0.16666666666666666
関西,0.0,0.0
コレラ,0.0,0.0
任期,0.0,0.07692307692307693
掲載,0.0,0.7051282051282051
開会,0.0,0.0
北溟,0.0,0.0
社長,0.0,0.611111111111111
弁士,0.0,0.0
新聞紙,0.0,0.41666666666666663
忠礼,0.0,0.0
照会,0.0,0.0
代表的,0.0,0.0
頂点,0.0,0.0
国会,0.0,0.0
気運,0.0,0.0
統合,0.0,0.1111111111111111
得票,0.0,0.0
就任,0.0,0.4583333333333333
桜庭,0.0,0.0
民権,0.0,0.0
施行後,0.0,0.0
投書,0.0,0.3333333333333333
原案,0.0,0.0
年齢,0.0,0.0
賛成,0.0,0.0
答弁,0.0,0.0
官有,0.0,0.0
藤五郎,0.0,0.0
成熟,0.0,0.0
欠席,0.0,0.0
定数,0.0,0.0
宇三郎,0.0,0.0
上田,0.0,0.0
平田,0.0,0.0
修正,0.0,0.0
出席,0.0,0.0
啓蔵,0.0,0.0
議長,0.0,0.0
議員,0.0,0.25
当選者,0.0,0.0
住所,0.0,0.02631578947368421
務所,0.0,0.7575757575757576
明確化,0.0,0.0
分担,0.0,0.0
清隆,0.0,0.0
同港,0.0,0.0
前提,0.0,0.0
専務,0.0,0.0
義勇,0.0,0.0
前身,0.0,0.0
兵部,0.0,0.0
通俊,0.0,0.0
招魂,0.0,0.0
カノン,0.0,0.0
会議所,0.0,0.35833333333333334
解除,0.0,0.25882352941176473
勧告,0.0,0.0
会合,0.0,0.0
監視,0.0,0.0625
新道,0.0,0.0
見送り,0.0,0.0
歩調,0.0,0.0
菊池,0.0,0.0
志願者,0.0,0.0
改定,0.0,0.0
主典,0.0,0.0
中判,0.0,0.0
官庁,0.0,0.3717948717948718
会計課,0.0,0.0
制定,0.0,0.3333333333333333
正院,0.0,0.0
函衛,0.0,0.0
分掌,0.0,0.0
海関,0.0,0.0
道庁,0.0,0.9178321678321678
退任,0.0,0.0
本庁,0.0,0.0
章程,0.0,0.0
置県,0.0,0.0
廃藩,0.0,0.0
邏卒,0.0,0.0
陸海軍,0.0,0.0
避難,0.0,0.058823529411764705
黒田,0.0,0.0
軍用,0.0,0.0
大蔵,0.0,0.0
引揚げ,0.0,0.125
火事,0.0,0.14285714285714285
デュース,0.0,0.0
沈没,0.0,0.0
表明,0.0,0.0
荒井,0.0,0.0
援護,0.0,0.5
蟠龍,0.0,0.0
回天,0.0,0.0
朝陽,0.0,0.0
決着,0.0,0.0
妥協,0.0,0.0
渋沢,0.0,0.0
彰義,0.0,0.0
咸臨,0.0,0.0
戦況,0.0,0.0
海陸,0.0,0.0
三上,0.0,0.0
連携,0.0,0.0
野村,0.0,0.1111111111111111
春日,0.0,0.0
甲鉄,0.0,0.0
前金,0.0,0.0
稼業,0.0,0.08333333333333333
連載,0.0,0.14285714285714285
撤廃,0.0,0.3333333333333333
訓練,0.0,0.0
佐渡,0.0,0.0
公選,0.0,0.0
宣言,0.0,0.5
働きかけ,0.0,0.0
請願書,0.0,0.0
声明書,0.0,0.0
分隊,0.0,0.0
きっかけ,0.0,0.16666666666666666
学務,0.0,0.0
司法,0.0,0.0
管下,0.0,0.0
外事,0.0,0.0
逓送,0.0,0.0
郵船,0.0,0.1111111111111111
手形,0.0,0.0
料金,0.0,0.6444444444444445
逓信,0.0,0.3333333333333333
商務,0.0,0.0
郵便,0.0,0.0
意欲,0.0,0.045454545454545456
判決,0.0,0.0
警視,0.0,0.0
広島,0.0,0.07142857142857142
名古屋,0.0,0.0
地方裁判所,0.0,0.16666666666666666
控訴,0.0,0.0
監獄,0.0,0.2
検事,0.0,0.0
警察官,0.0,0.125
防止,0.0,0.125
本文,0.0,0.043478260869565216
不定,0.0,0.0
宝町,0.0,0.0
見直し,0.0,0.0
郡長,0.0,0.0
井口,0.0,0.0
常野,0.0,0.0
編制,0.0,0.0
編入,0.0,0.0
新任,0.0,0.0
退職,0.0,0.5625
選挙,0.0,0.0
試験場,0.0,0.0
幹線,0.0,0.0
分局,0.0,0.0
架設,0.0,0.0
貯金,0.0,0.14285714285714285
郵便局,0.0,0.0
北海道内,0.0,0.3333333333333333
法規,0.0,0.0
土方,0.0,0.0
水上,0.0,0.0
分署,0.0,0.0
視点,0.0,0.08893280632411067
桐野,0.0,0.0
募集,0.0,0.25
中隊,0.0,0.0
大多数,0.0,0.0030303030303030303
出身者,0.0,0.0
開催,0.0,1.0295893719806763
士族,0.0,0.0
協和,0.0,0.0
綱領,0.0,0.0
地租,0.0,0.0
大区,0.0,0.0
議案,0.0,0.0
役場,0.0,0.06666666666666667
戸長,0.0,0.0
郡区,0.0,0.0
内職,0.0,0.0
詰め,0.0,0.008130081300813009
時任,0.0,0.0034965034965034965
為基,0.0,0.0
警察署,0.0,1.6222222222222222
小区,0.0,0.0
巡査,0.0,0.0
警部,0.0,0.0
電信,0.0,0.0
地券,0.0,0.0
懲役,0.0,0.5
違反者,0.0,0.25
条例,0.0,0.0
総長,0.0,0.0
区長,0.0,0.0
定額,0.0,0.0
総合,0.0,0.3125
替え,0.0,0.16666666666666666
関係書類,0.0,0.0
県庁,0.0,0.0
有竹,0.0,0.0
等級,0.0,0.0
憲法,0.0,0.0
決意,0.0,0.0
正弘,0.0,0.0
浅草,0.0,0.25
幼児,0.0,0.0
商家,0.0,0.0
生まれ,0.0,0.3655913978494624
山崎,0.0,0.08333333333333333
社中,0.0,0.0
結社,0.0,0.0
杉浦,0.0,0.25
郷里,0.0,0.0
付録,0.0,0.0
文章,0.0,0.0
藤兵衛,0.0,0.0
若山,0.0,0.0
教師,0.0,0.0
書物,0.0,0.0
推薦,0.0,0.0
俳句,0.0,0.0
